key,type,encoding,value
SPN893,data,string,Headway Controller Control Display Unit
SPN894,data,string,Headway Controller Right Side Sensor
SPN895,data,string,Headway Controller Left Side Sensor
SPN896,data,string,Headway Controller Rear Sensor
SPN897,data,string,Override Control Mode Priority
SPN898,data,string,Engine Requested Speed/Speed Limit
SPN899,data,string,Engine Torque Mode
SPN900,data,string,Retarder Torque Mode
SPN901,data,string,Retarder Type
SPN902,data,string,Retarder Location
SPN903,data,string,Transmission Forward Direction Switch
SPN904,data,string,Front Axle Speed
SPN905,data,string,Relative Speed; Front Axle, Left Wheel
SPN906,data,string,Relative Speed; Front Axle, Right Wheel
SPN907,data,string,Relative Speed; Rear Axle #1, Left Wheel
SPN908,data,string,Relative Speed; Rear Axle #1, Right Wheel
SPN909,data,string,Relative Speed; Rear Axle #2, Left Wheel
SPN910,data,string,Relative Speed; Rear Axle #2, Right Wheel
SPN911,data,string,Service Component Identification
SPN912,data,string,Service Component Identification
SPN913,data,string,Service Component Identification
SPN914,data,string,Service Distance
SPN915,data,string,Service Delay/Calendar Time Based
SPN916,data,string,Service Delay/Operational Time Based
SPN917,data,string,Total Vehicle Distance (High Resolution)
SPN918,data,string,Trip Distance (High Resolution)
SPN919,data,string,Ambient Light Sensor
SPN920,data,string,Audible Alarm
SPN921,data,string,Green Lamp
SPN922,data,string,Ride Height Relay
SPN923,data,string,PWM Output
SPN924,data,string,Auxiliary Output #1
SPN925,data,string,Auxiliary Output #2
SPN926,data,string,Auxiliary Output #3
SPN927,data,string,Location
SPN928,data,string,Axle Location
SPN929,data,string,Tire Location
SPN930,data,string,Drive Axle Location
SPN931,data,string,Engine Fuel Supply Pump Actuator
SPN932,data,string,Brake System Hold Modulator Valve Solenoid Axle 1 Left
SPN933,data,string,Brake System Hold Modulator Valve Solenoid Axle 1 Right
SPN934,data,string,Brake System Hold Modulator Valve Solenoid Axle 2 Left
SPN935,data,string,Brake System Hold Modulator Valve Solenoid Axle 2 Right
SPN936,data,string,Brake System Hold Modulator Valve Solenoid Axle 3 Left
SPN937,data,string,Brake System Hold Modulator Valve Solenoid Axle 3 Right
SPN938,data,string,Brake System Dump Modulator Valve Solenoid Axle 1 Left
SPN939,data,string,Brake System Dump Modulator Valve Solenoid Axle 1 Right
SPN940,data,string,Brake System Dump Modulator Valve Solenoid Axle 2 Left
SPN941,data,string,Brake System Dump Modulator Valve Solenoid Axle 2 Right
SPN942,data,string,Brake System Dump Modulator Valve Solenoid Axle 3 Left
SPN943,data,string,Brake System Dump Modulator Valve Solenoid Axle 3 Right
SPN944,data,string,Driver Air Bag Ignitor Loop
SPN945,data,string,Passenger Air Bag Ignitor Loop
SPN946,data,string,Left Belt Tensioner Ignitor Loop
SPN947,data,string,Right Belt Tensioner Ignitor Loop
SPN948,data,string,Safety Restraint System Lamp
SPN949,data,string,Automotive Seat Occupancy Sensor    passenger side
SPN950,data,string,Side Collision Detector    Left
SPN951,data,string,Side Bag Ignitor Loop 1    Left
SPN952,data,string,Side Bag Ignitor Loop 2    Left
SPN953,data,string,Side Collision Detector    Right
SPN954,data,string,Side Bag Ignitor Loop 1    Right
SPN955,data,string,Side Bag Ignitor Loop 2    Right
SPN956,data,string,Rollover Sensor
SPN957,data,string,Number of Forward Gear Ratios
SPN958,data,string,Number of Reverse Gear Ratios
SPN959,data,string,Seconds
SPN960,data,string,Minutes
SPN961,data,string,Hours
SPN962,data,string,Day
SPN963,data,string,Month
SPN964,data,string,Year
SPN965,data,string,Number of Software Identification Fields
SPN966,data,string,Engine Diagnostic Test Mode Switch
SPN967,data,string,Engine Idle Decrement Switch
SPN968,data,string,Engine Idle Increment Switch
SPN969,data,string,Remote Accelerator Enable Switch
SPN970,data,string,Engine Auxiliary Shutdown Switch
SPN971,data,string,Engine Derate Switch
SPN972,data,string,Accelerator Interlock Switch
SPN973,data,string,Engine Retarder Selection
SPN974,data,string,Remote Accelerator Pedal 
SPN975,data,string,Engine Fan 1 Estimated Percent Speed
SPN976,data,string,PTO Governor State
SPN977,data,string,Fan Drive State
SPN978,data,string,Engine Remote PTO Governor Variable Speed Control Switch
SPN979,data,string,Engine Remote PTO Governor Preprogrammed Speed Control Switch
SPN980,data,string,Engine PTO Governor Enable Switch
SPN981,data,string,Engine PTO Governor Accelerate Switch
SPN982,data,string,Engine PTO Governor Resume Switch
SPN983,data,string,Engine PTO Governor Coast/Decelerate Switch
SPN984,data,string,Engine PTO Governor Set Switch
SPN985,data,string,A/C High Pressure Fan Switch
SPN986,data,string,Engine Fan 1 Requested Percent Speed
SPN987,data,string,Protect Lamp
SPN988,data,string,Trip Group 1
SPN989,data,string,Trip Group 2    Proprietary
SPN990,data,string,Total Compression Brake Distance
SPN991,data,string,Trip Compression Brake Distance
SPN992,data,string,Trip Service Brake Distance
SPN993,data,string,Trip Service Brake Applications
SPN994,data,string,Trip Fan On Time
SPN995,data,string,Trip Fan On Time Due to the Engine System
SPN996,data,string,Trip Fan On Time Due to a Manual Switch
SPN997,data,string,Trip Fan On Time Due to the A/C System
SPN998,data,string,Trip Distance on VSL
SPN999,data,string,Trip Gear Down Distance
SPN1000,data,string,Trip Distance in Top Gear
SPN1001,data,string,Trip Drive Fuel Used
SPN1002,data,string,Trip PTO Governor Moving Fuel Used
SPN1003,data,string,Trip PTO Governor Non  moving Fuel Used
SPN1004,data,string,Trip Vehicle Idle Fuel Used
SPN1005,data,string,Trip Cruise Fuel Used
SPN1006,data,string,Trip Drive Fuel Economy
SPN1007,data,string,Trip Drive Fuel Used (Gaseous)
SPN1008,data,string,Trip PTO Governor Moving Fuel Used (Gaseous)
SPN1009,data,string,Trip PTO Governor Non  moving Fuel Used (Gaseous)
SPN1010,data,string,Trip Vehicle Idle Fuel Used (Gaseous)
SPN1011,data,string,Trip Cruise Fuel Used (Gaseous)
SPN1012,data,string,Trip Drive Fuel Economy (Gaseous)
SPN1013,data,string,Trip Maximum Engine Speed
SPN1014,data,string,Trip Average Engine Speed
SPN1015,data,string,Trip Drive Average Load Factor
SPN1016,data,string,Total Drive Average Load Factor
SPN1017,data,string,Total Engine Cruise Time
SPN1018,data,string,Trip Maximum Vehicle Speed
SPN1019,data,string,Trip Cruise Distance
SPN1020,data,string,Trip Number of Hot Shutdowns
SPN1021,data,string,Trip Number of Idle Shutdowns
SPN1022,data,string,Trip Number of Idle Shutdown Overrides
SPN1023,data,string,Trip Sudden Decelerations
SPN1024,data,string,Trip Time in VSL
SPN1025,data,string,Trip Time in Top Gear
SPN1026,data,string,Trip Time in Gear Down
SPN1027,data,string,Trip Time in Derate by Engine
SPN1028,data,string,Total Engine PTO Governor Fuel Used
SPN1029,data,string,Trip Average Fuel Rate
SPN1030,data,string,Total Engine PTO Governor Fuel Used (Gaseous)
SPN1031,data,string,Trip Average Fuel Rate (Gaseous)
SPN1032,data,string,Total ECU Distance
SPN1033,data,string,Total ECU Run Time
SPN1034,data,string,Trip Cruise Time
SPN1035,data,string,Trip PTO Governor Time
SPN1036,data,string,Trip Engine Running Time
SPN1037,data,string,Trip Idle Time
SPN1038,data,string,Trip Air Compressor On Time
SPN1039,data,string,Trip Fuel (Gaseous)
SPN1040,data,string,Total Fuel Used (Gaseous)
SPN1041,data,string,Start Signal Indicator
SPN1042,data,string,Electronic Tractor/Trailer Interface (ISO 11992)
SPN1043,data,string,Internal Sensor Voltage Supply
SPN1044,data,string,Hydraulic Pump Motor
SPN1045,data,string,Brake Light Switch 1
SPN1046,data,string,Brake Light Switch 2
SPN1047,data,string,Electronic Pressure Control Axle 1
SPN1048,data,string,Pneumatic Back  up Pressure Control Axle 1
SPN1049,data,string,Brake Pressure Sensing Axle 1
SPN1050,data,string,Electronic Pressure Control Axle 2
SPN1051,data,string,Pneumatic Back  up Pressure Control Axle 2
SPN1052,data,string,Brake Pressure Sensing Axle 2
SPN1053,data,string,Electronic Pressure Control Axle 3
SPN1054,data,string,Pneumatic Back  up Pressure Control Axle 3
SPN1055,data,string,Brake Pressure Sensing Axle 3
SPN1056,data,string,Electronic Pressure Control, Trailer Control
SPN1057,data,string,Pneumatic Back  up Pressure Control, Trailer Control
SPN1058,data,string,Brake Pressure Sensing, Trailer Control
SPN1059,data,string,Axle Load Sensor
SPN1060,data,string,Lining Wear Sensor Axle 1 Left
SPN1061,data,string,Lining Wear Sensor Axle 1 Right
SPN1062,data,string,Lining Wear Sensor Axle 2 Left
SPN1063,data,string,Lining Wear Sensor Axle 2 Right
SPN1064,data,string,Lining Wear Sensor Axle 3 Left
SPN1065,data,string,Lining Wear Sensor Axle 3 Right
SPN1066,data,string,Brake Signal Transmitter
SPN1067,data,string,Brake Signal Sensor 1
SPN1068,data,string,Brake Signal Sensor 2
SPN1069,data,string,Tire Dimension Supervision
SPN1070,data,string,Vehicle Deceleration Control
SPN1071,data,string,Engine Cooling Fan Drive Output
SPN1072,data,string,Engine Compression Brake Output #1
SPN1073,data,string,Engine Compression Brake Output #2
SPN1074,data,string,Engine Exhaust Brake Output
SPN1075,data,string,Engine Electric Lift Pump
SPN1076,data,string,Engine Fuel Injection Pump 1 Fuel Control Valve
SPN1077,data,string,Engine Fuel Injection Pump Controller
SPN1078,data,string,Engine Fuel Injection Pump 1 Speed/ Sensor
SPN1079,data,string,Sensor Supply Voltage 1 (+5V DC) (Obsolete)
SPN1080,data,string,Sensor Supply Voltage 2 (+5V DC) (Obsolete)
SPN1081,data,string,Engine Wait to Start Lamp
SPN1082,data,string,Engine Coolant Load Increase
SPN1083,data,string,Auxiliary I/O Channel #1
SPN1084,data,string,Auxiliary I/O Channel #2
SPN1085,data,string,Intended Retarder Percent Torque
SPN1086,data,string,Parking and/or Trailer Air Pressure
SPN1087,data,string,Service Brake Circuit 1 Air Pressure
SPN1088,data,string,Service Brake Circuit 2 Air Pressure
SPN1089,data,string,Auxiliary Equipment Supply Pressure
SPN1090,data,string,Air Suspension Supply Pressure
SPN1091,data,string,Brake Application Pressure High Range, Front Axle, Left Wheel
SPN1092,data,string,Brake Application Pressure High Range, Front Axle, Right Wheel
SPN1093,data,string,Brake Application Pressure High Range, Rear Axle #1, Left Wheel
SPN1094,data,string,Brake Application Pressure High Range, Rear Axle #1, Right Wheel
SPN1095,data,string,Brake Application Pressure High Range, Rear Axle #2, Left Wheel
SPN1096,data,string,Brake Application Pressure High Range, Rear Axle #2, Right Wheel
SPN1097,data,string,Brake Application Pressure High Range, Rear Axle #3, Left Wheel
SPN1098,data,string,Brake Application Pressure High Range, Rear Axle #3, Right Wheel
SPN1099,data,string,Brake Lining Remaining, Front Axle, Left Wheel
SPN1100,data,string,Brake Lining Remaining, Front Axle, Right Wheel
SPN1101,data,string,Brake Lining Remaining, Rear Axle #1, Left Wheel
SPN1102,data,string,Brake Lining Remaining, Rear Axle #1, Right Wheel
SPN1103,data,string,Brake Lining Remaining, Rear Axle #2, Left Wheel
SPN1104,data,string,Brake Lining Remaining, Rear Axle #2, Right Wheel
SPN1105,data,string,Brake Lining Remaining, Rear Axle #3, Left Wheel
SPN1106,data,string,Brake Lining Remaining, Rear Axle #3, Right Wheel
SPN1107,data,string,Engine Protection System Timer State
SPN1108,data,string,Engine Protection System Timer Override
SPN1109,data,string,Engine Protection System Approaching Shutdown
SPN1110,data,string,Engine Protection System has Shutdown Engine
SPN1111,data,string,Engine Protection System Configuration
SPN1112,data,string,Engine Compression Brake Output #3
SPN1113,data,string,Recommended Gear
SPN1114,data,string,Lowest Possible Gear
SPN1115,data,string,Highest Possible Gear
SPN1116,data,string,Gaseous Fuel Correction Factor
SPN1117,data,string,Engine Desired Rated Exhaust Oxygen
SPN1118,data,string,Engine Desired Exhaust Oxygen
SPN1119,data,string,Engine Actual Exhaust 1 Oxygen
SPN1120,data,string,Articulation Angle
SPN1121,data,string,EBS Brake Switch
SPN1122,data,string,Engine Alternator Bearing 1 Temperature
SPN1123,data,string,Engine Alternator Bearing 2 Temperature
SPN1124,data,string,Engine Alternator Winding 1 Temperature
SPN1125,data,string,Engine Alternator Winding 2 Temperature
SPN1126,data,string,Engine Alternator Winding 3 Temperature
SPN1127,data,string,Engine Turbocharger 1 Boost Pressure
SPN1128,data,string,Engine Turbocharger 2 Boost Pressure
SPN1129,data,string,Engine Turbocharger 3 Boost Pressure
SPN1130,data,string,Engine Turbocharger 4 Boost Pressure
SPN1131,data,string,Engine Intake Manifold 2 Temperature
SPN1132,data,string,Engine Intake Manifold 3 Temperature
SPN1133,data,string,Engine Intake Manifold 4 Temperature
SPN1134,data,string,Engine Charge Air Cooler Thermostat Opening
SPN1135,data,string,Engine Oil Temperature 2
SPN1136,data,string,Engine ECU Temperature
SPN1137,data,string,Engine Exhaust Gas Port 1 Temperature
SPN1138,data,string,Engine Exhaust Gas Port 2 Temperature
SPN1139,data,string,Engine Exhaust Gas Port 3 Temperature
SPN1140,data,string,Engine Exhaust Gas Port 4 Temperature
SPN1141,data,string,Engine Exhaust Gas Port 5 Temperature
SPN1142,data,string,Engine Exhaust Gas Port 6 Temperature
SPN1143,data,string,Engine Exhaust Gas Port 7 Temperature
SPN1144,data,string,Engine Exhaust Gas Port 8 Temperature
SPN1145,data,string,Engine Exhaust Gas Port 9 Temperature
SPN1146,data,string,Engine Exhaust Gas Port 10 Temperature
SPN1147,data,string,Engine Exhaust Gas Port 11 Temperature
SPN1148,data,string,Engine Exhaust Gas Port 12 Temperature
SPN1149,data,string,Engine Exhaust Gas Port 13 Temperature
SPN1150,data,string,Engine Exhaust Gas Port 14 Temperature
SPN1151,data,string,Engine Exhaust Gas Port 15 Temperature
SPN1152,data,string,Engine Exhaust Gas Port 16 Temperature
SPN1153,data,string,Engine Exhaust Gas Port 17 Temperature
SPN1154,data,string,Engine Exhaust Gas Port 18 Temperature
SPN1155,data,string,Engine Exhaust Gas Port 19 Temperature
SPN1156,data,string,Engine Exhaust Gas Port 20 Temperature
SPN1157,data,string,Engine Main Bearing 1 Temperature
SPN1158,data,string,Engine Main Bearing 2 Temperature
SPN1159,data,string,Engine Main Bearing 3 Temperature
SPN1160,data,string,Engine Main Bearing 4 Temperature
SPN1161,data,string,Engine Main Bearing 5 Temperature
SPN1162,data,string,Engine Main Bearing 6 Temperature
SPN1163,data,string,Engine Main Bearing 7 Temperature
SPN1164,data,string,Engine Main Bearing 8 Temperature
SPN1165,data,string,Engine Main Bearing 9 Temperature
SPN1166,data,string,Engine Main Bearing 10 Temperature
SPN1167,data,string,Engine Main Bearing 11 Temperature
SPN1168,data,string,Engine Turbocharger Lube Oil Pressure 2
SPN1169,data,string,Engine Turbocharger 2 Speed
SPN1170,data,string,Engine Turbocharger 3 Speed
SPN1171,data,string,Engine Turbocharger 4 Speed
SPN1172,data,string,Engine Turbocharger 1 Compressor Intake Temperature
SPN1173,data,string,Engine Turbocharger 2 Compressor Intake Temperature
SPN1174,data,string,Engine Turbocharger 3 Compressor Intake Temperature
SPN1175,data,string,Engine Turbocharger 4 Compressor Intake Temperature
SPN1176,data,string,Engine Turbocharger 1 Compressor Intake Pressure
SPN1177,data,string,Engine Turbocharger 2 Compressor Intake Pressure
SPN1178,data,string,Engine Turbocharger 3 Compressor Intake Pressure
SPN1179,data,string,Engine Turbocharger 4 Compressor Intake Pressure
SPN1180,data,string,Engine Turbocharger 1 Turbine Intake Temperature
SPN1181,data,string,Engine Turbocharger 2 Turbine Intake Temperature
SPN1182,data,string,Engine Turbocharger 3 Turbine Intake Temperature
SPN1183,data,string,Engine Turbocharger 4 Turbine Intake Temperature
SPN1184,data,string,Engine Turbocharger 1 Turbine Outlet Temperature
SPN1185,data,string,Engine Turbocharger 2 Turbine Outlet Temperature
SPN1186,data,string,Engine Turbocharger 3 Turbine Outlet Temperature
SPN1187,data,string,Engine Turbocharger 4 Turbine Outlet Temperature
SPN1188,data,string,Engine Turbocharger Wastegate Actuator 1 
SPN1189,data,string,Engine Turbocharger Wastegate Actuator 2 
SPN1190,data,string,Engine Turbocharger Wastegate Actuator 3 
SPN1191,data,string,Engine Turbocharger Wastegate Actuator 4 
SPN1192,data,string,Engine Turbocharger Wastegate Actuator Control Air Pressure
SPN1193,data,string,Engine Operation Time Since Rebuild
SPN1194,data,string,Anti  theft Encryption Seed Present Indicator
