key,type,encoding,value
SPN5562,data,string,Supplemental Fan Speed
SPN5563,data,string,Supplemental Fan Current
SPN5564,data,string,Supplemental Fan Power
SPN5565,data,string,Coolant Level Engine Protection Shutdown Override Command
SPN5566,data,string,Coolant Level Engine Protection Shutdown Status
SPN5567,data,string,Engine Speed Governor Gain Adjust
SPN5568,data,string,Engine Speed Governor Droop
SPN5569,data,string,Diesel Particulate Filter 1 Soot Sensor ECU Internal Temperature
SPN5570,data,string,Diesel Particulate Filter 2 Soot Sensor ECU Internal Temperature
SPN5571,data,string,High Pressure Common Rail Fuel Pressure Relief Valve
SPN5572,data,string,Electrical Power Inverter/Converter
SPN5573,data,string,Auxiliary Cab Air Conditioner
SPN5574,data,string,Auxiliary Cab Heater
SPN5575,data,string,Vehicle Hood Tilt Switch
SPN5576,data,string,Aftertreatment 1 Identification
SPN5577,data,string,Aftertreatment 2 Identification
SPN5578,data,string,Engine Fuel Delivery Absolute Pressure
SPN5579,data,string,Engine Filtered Fuel Delivery Pressure
SPN5580,data,string,Engine Filtered Fuel Delivery Absolute Pressure
SPN5581,data,string,Calculated Ambient Air Temperature
SPN5582,data,string,Static Roll Angle
SPN5583,data,string,Static Roll Angle Status
SPN5584,data,string,Engine Fuel Filter Degradation
SPN5585,data,string,Engine Fuel 1 Injector Metering Rail 1 Cranking Pressure
SPN5586,data,string,Engine Fuel 1 Injector Metering Rail 2 Cranking Pressure
SPN5587,data,string,Engine Intake Manifold Temperatures Inconsistent
SPN5588,data,string,Proprietary Network #2
SPN5589,data,string,Aftertreatment 1 Secondary Air Absolute Pressure
SPN5590,data,string,Aftertreatment 2 Secondary Air Absolute Pressure
SPN5591,data,string,Aftertreatment 1 Diesel Particulate Filter Air Control Module
SPN5592,data,string,Network Message Control Byte
SPN5593,data,string,NIECU Port
SPN5594,data,string,To Port
SPN5595,data,string,From Port
SPN5596,data,string,Filter Mode
SPN5597,data,string,NIECU Parameter Number
SPN5598,data,string,NIECU Parameter Data
SPN5599,data,string,PGN (Network Message)
SPN5600,data,string,Source Address (Network Message)
SPN5601,data,string,NAME (Network Message)
SPN5602,data,string,Number of SA/NAME Pairs
SPN5603,data,string,Cruise Control Disable Command
SPN5604,data,string,Cruise Control Resume Command
SPN5605,data,string,Cruise Control Pause Command
SPN5606,data,string,Adaptive Cruise Control Readiness Status
SPN5608,data,string,Source Address of Controlling Device for Disabling Cruise Control
SPN5609,data,string,Source Address of Controlling Device for Pausing Cruise Control
SPN5610,data,string,Transmission input clutch calculated load
SPN5611,data,string,Transmission shift cylinder #1  sensor
SPN5612,data,string,Transmission shift cylinder #2  sensor
SPN5613,data,string,Vehicle attitude sensor
SPN5614,data,string,Transmission Clutch Coarse Engagement Actuator
SPN5615,data,string,Transmission Clutch Fine Engagement Actuator
SPN5616,data,string,Transmission Clutch Coarse Disengagement Actuator
SPN5617,data,string,Transmission Clutch Fine Disengagement Actuator
SPN5618,data,string,Transmission Gear Shift Cylinder 1 Actuator 1
SPN5619,data,string,Transmission Gear Shift Cylinder 1 Actuator 2
SPN5620,data,string,Transmission Gear Shift Cylinder 2 Actuator 1
SPN5621,data,string,Transmission Gear Shift Cylinder 2 Actuator 2
SPN5622,data,string,Transmission splitter engagement system
SPN5623,data,string,Transmission range engagement system
SPN5624,data,string,Trailer  VDC Active
SPN5625,data,string,Engine Exhaust Bank 1 Pressure Regulator 
SPN5626,data,string,Engine Exhaust Pressure Regulator Preliminary FMI
SPN5627,data,string,Engine Exhaust Pressure Regulator Temperature Status
SPN5628,data,string,Engine Exhaust Pressure Regulator Control Operation Status
SPN5629,data,string,Diesel Particulate Filter Active Regeneration Inhibited Due to Low Exhaust Pressure
SPN5630,data,string,Park Brake Command
SPN5631,data,string,Engine Throttle Valve 1 Differential Pressure
SPN5632,data,string,Aftertreatment 1 Diesel Particulate Filter 1 Soot Sensor Analysis Request Frequency 1
SPN5633,data,string,Aftertreatment 1 Diesel Particulate Filter 1 Soot Sensor Analysis Request Frequency 2
SPN5634,data,string,Aftertreatment 1 Diesel Particulate Filter 1 Soot Sensor Analysis Request Frequency 3
SPN5635,data,string,Aftertreatment 1 Diesel Particulate Filter 1 Soot Sensor Analysis Request Frequency 4
SPN5636,data,string,Aftertreatment 1 Diesel Particulate Filter 1 Soot Sensor Analysis Frequency 1
SPN5637,data,string,Aftertreatment 1 Diesel Particulate Filter 1 Soot Sensor Frequency 1 Soot Signal
SPN5638,data,string,Aftertreatment 1 Diesel Particulate Filter 1 Soot Sensor Analysis Frequency 2
SPN5639,data,string,Aftertreatment 1 Diesel Particulate Filter 1 Soot Sensor Frequency 2 Soot Signal
SPN5640,data,string,Aftertreatment 1 Diesel Particulate Filter 1 Soot Sensor Analysis Frequency 3
SPN5641,data,string,Aftertreatment 1 Diesel Particulate Filter 1 Soot Sensor Frequency 3 Soot Signal
SPN5642,data,string,Aftertreatment 1 Diesel Particulate Filter 1 Soot Sensor Analysis Frequency 4
SPN5643,data,string,Aftertreatment 1 Diesel Particulate Filter 1 Soot Sensor Frequency 4 Soot Signal
SPN5644,data,string,Aftertreatment 1 Diesel Particulate Filter 2 Soot Sensor Analysis Request Frequency 1
SPN5645,data,string,Aftertreatment 1 Diesel Particulate Filter 2 Soot Sensor Analysis Request Frequency 2
SPN5646,data,string,Aftertreatment 1 Diesel Particulate Filter 2 Soot Sensor Analysis Request Frequency 3
SPN5647,data,string,Aftertreatment 1 Diesel Particulate Filter 2 Soot Sensor Analysis Request Frequency 4
SPN5648,data,string,Aftertreatment 1 Diesel Particulate Filter 2 Soot Sensor Analysis Frequency 1
SPN5649,data,string,Aftertreatment 1 Diesel Particulate Filter 2 Soot Sensor Frequency 1 Soot Signal
SPN5650,data,string,Aftertreatment 1 Diesel Particulate Filter 2 Soot Sensor Analysis Frequency 2
SPN5651,data,string,Aftertreatment 1 Diesel Particulate Filter 2 Soot Sensor Frequency 2 Soot Signal
SPN5652,data,string,Aftertreatment 1 Diesel Particulate Filter 2 Soot Sensor Analysis Frequency 3
SPN5653,data,string,Aftertreatment 1 Diesel Particulate Filter 2 Soot Sensor Frequency 3 Soot Signal
SPN5654,data,string,Aftertreatment 1 Diesel Particulate Filter 2 Soot Sensor Analysis Frequency 4
SPN5655,data,string,Aftertreatment 1 Diesel Particulate Filter 2 Soot Sensor Frequency 4 Soot Signal
SPN5656,data,string,Retarder Coolant Outlet Temperature
SPN5657,data,string,NAME Checksum / Error Code
SPN5658,data,string,Manufacturer Code Qualifier Flag
SPN5659,data,string,ECU Instance Qualifier Flag
SPN5660,data,string,Function Instance Qualifier Flag
SPN5661,data,string,Function Qualifier Flag
SPN5662,data,string,Vehicle System Qualifier Flag
SPN5663,data,string,Vehicle System Instance Qualifier Flag
SPN5664,data,string,Industry Group Qualifier Flag
SPN5665,data,string,Arbitrary Address Capable Qualifier Flag
SPN5666,data,string,NM Control Mode Indicator
SPN5667,data,string,Commanded Manufacturer Code
SPN5668,data,string,Commanded ECU Instance
SPN5669,data,string,Commanded Function Instance
SPN5670,data,string,Commanded Function
SPN5671,data,string,Commanded Vehicle System
SPN5672,data,string,Commanded Vehicle System Instance
SPN5673,data,string,Commanded Industry Group
SPN5674,data,string,Commanded Arbitrary Address Capable
SPN5675,data,string,Operator Shift Prompt
SPN5676,data,string,Forward Collision Advanced Emergency Braking System State
SPN5677,data,string,Collision warning level
SPN5678,data,string,Relevant object detected for advanced emergency braking system
SPN5679,data,string,Bend off probability of relevant object
SPN5680,data,string,Time to collision with relevant object
SPN5681,data,string,Driver activation demand for Advanced Emergency Braking System
SPN5682,data,string,AEBS2 message Counter
SPN5683,data,string,AEBS2 message checksum
SPN5684,data,string,Reference Engine Gas Mass Flow Rate
SPN5685,data,string,Barometric Absolute Pressure (High Resolution)
SPN5686,data,string,Engine Exhaust Gas Port 1 Difference from Average Temperature
SPN5687,data,string,Engine Exhaust Gas Port 2 Difference from Average Temperature
SPN5688,data,string,Engine Exhaust Gas Port 3 Difference from Average Temperature
SPN5689,data,string,Engine Exhaust Gas Port 4 Difference from Average Temperature
SPN5690,data,string,Engine Exhaust Gas Port 5 Difference from Average Temperature
SPN5691,data,string,Engine Exhaust Gas Port 6 Difference from Average Temperature
SPN5692,data,string,Engine Exhaust Gas Port 7 Difference from Average Temperature
SPN5693,data,string,Engine Exhaust Gas Port 8 Difference from Average Temperature
SPN5694,data,string,Engine Exhaust Gas Port 9 Difference from Average Temperature
SPN5695,data,string,Engine Exhaust Gas Port 10 Difference from Average Temperature
SPN5696,data,string,Engine Exhaust Gas Port 11 Difference from Average Temperature
SPN5697,data,string,Engine Exhaust Gas Port 12 Difference from Average Temperature
SPN5698,data,string,Engine Exhaust Gas Port 13 Difference from Average Temperature
SPN5699,data,string,Engine Exhaust Gas Port 14 Difference from Average Temperature
SPN5700,data,string,Engine Exhaust Gas Port 15 Difference from Average Temperature
SPN5701,data,string,Engine Exhaust Gas Port 16 Difference from Average Temperature
SPN5702,data,string,Engine Exhaust Gas Port 17 Difference from Average Temperature
SPN5703,data,string,Engine Exhaust Gas Port 18 Difference from Average Temperature
SPN5704,data,string,Engine Exhaust Gas Port 19 Difference from Average Temperature
SPN5705,data,string,Engine Exhaust Gas Port 20 Difference from Average Temperature
SPN5706,data,string,Aftertreatment 1 Diesel Exhaust Fluid Pump Heater
SPN5707,data,string,Aftertreatment 1 Diesel Exhaust Fluid Pump Heater Command
SPN5708,data,string,Engine Coolant Pressure 2
SPN5709,data,string,Aftertreatment 1 Outlet NOx Sensor Self  diagnosis Trigger
SPN5710,data,string,Engine Exhaust 1 Intake NOx Sensor Self  diagnosis Trigger
SPN5711,data,string,Aftertreatment 2 Outlet NOx Sensor Self  diagnosis Trigger
SPN5712,data,string,Engine Exhaust 2 Intake NOx Sensor Self  diagnosis Trigger
SPN5713,data,string,Aftertreatment 1 Outlet NOx Sensor 1 Self  diagnosis Status
SPN5714,data,string,Engine Exhaust 1 NOx Sensor 1 Self  diagnosis Status
SPN5715,data,string,Aftertreatment 2 Outlet NOx Sensor 1 Self  diagnosis Status
SPN5716,data,string,Engine Exhaust 2 NOx Sensor 1 Self  diagnosis Status
SPN5717,data,string,Aftertreatment 1 Outlet NOx Sensor Self  diagnosis Final Result
SPN5718,data,string,Engine Exhaust 1 NOx Sensor Self  diagnosis Final Result
SPN5719,data,string,Aftertreatment 2 Outlet NOx Sensor Self  diagnosis Final Result
SPN5720,data,string,Engine Exhaust 2 Intake NOx Sensor Self  diagnosis Final Result
SPN5721,data,string,Aftertreatment 1 Outlet NOx Sensor Operation Hours
SPN5722,data,string,Engine Exhaust 1 NOx Sensor Operation Hours
SPN5723,data,string,Aftertreatment 2 Outlet NOx Sensor Operation Hours
SPN5724,data,string,Engine Exhaust 2 Intake NOx Sensor Operation Hours
SPN5725,data,string,Guidance system command exit/reason code
SPN5726,data,string,Guidance Limit Status
SPN5727,data,string,Drive Strategy Priority 1
SPN5728,data,string,Drive Strategy Priority 2
SPN5729,data,string,Drive Strategy Priority 3
SPN5730,data,string,Drive Strategy Priority 4
SPN5731,data,string,Drive Strategy Request State
SPN5732,data,string,Drive Strategy Exit/Reason Code
SPN5733,data,string,Drive Strategy Priority 1 Request
SPN5734,data,string,Drive Strategy Priority 2 Request
SPN5735,data,string,Drive Strategy Priority 3 Request
SPN5736,data,string,Drive Strategy Priority 4 Request
SPN5737,data,string,Restore Operator Drive Strategy Setting Request
SPN5738,data,string,Engine Fuel System Water Drain Actuator
SPN5739,data,string,Aftertreatment 2 Outlet Soot Sensor Heater
SPN5740,data,string,Aftertreatment 2 Outlet Soot
SPN5741,data,string,Aftertreatment 1 Outlet Soot
SPN5742,data,string,Aftertreatment Diesel Particulate Filter Temperature Sensor Module
SPN5743,data,string,Aftertreatment 1 SCR Temperature Sensor Module
SPN5744,data,string,Aftertreatment 2 SCR System Missing
SPN5745,data,string,Aftertreatment 1 Diesel Exhaust Fluid Dosing Unit 1 Heater
SPN5746,data,string,Aftertreatment 1 Diesel Exhaust Fluid Dosing Unit 1 Heater Relay
SPN5747,data,string,Aftertreatment 1 Outlet Soot Sensor Heater
SPN5748,data,string,Aftertreatment 2 Diesel Exhaust Fluid Dosing Unit 1 Loss of Prime
SPN5749,data,string,Engine Exhaust Pressure 2
SPN5750,data,string,Wireless Rolling Message Counter
SPN5751,data,string,Transmitter Command State
SPN5752,data,string,Transmitter ID 1
SPN5753,data,string,Wireless Signal Strength 1
SPN5754,data,string,Unique Beacon Message Identifier Number
SPN5755,data,string,Radio Beacon Direction
SPN5756,data,string,Transmitter ID 2
SPN5757,data,string,Wireless Signal Strength 2
SPN5758,data,string,Engine Exhaust 1 Gas Sensor 1 Power Supply
SPN5759,data,string,Aftertreatment 1 Outlet 1 Gas Sensor Power Supply
SPN5760,data,string,Engine Exhaust 2 Gas Sensor 1 Power Supply
SPN5761,data,string,Aftertreatment 2 Outlet 1 Gas Sensor Power Supply
SPN5762,data,string,Transmission Load Reduction Inhibit Request
SPN5763,data,string,Engine Exhaust Gas Recirculation 1 Actuator 1 Preliminary FMI
SPN5764,data,string,Engine Exhaust Gas Recirculation 1 Actuator 1 Temperature Status
SPN5765,data,string,Engine Exhaust Gas Recirculation 1 Actuator 1 Temperature
SPN5766,data,string,Engine Exhaust Gas Recirculation 1 Actuator 1 Desired 
SPN5767,data,string,Engine Exhaust Gas Recirculation 1 Actuator 2 Preliminary FMI
SPN5768,data,string,Engine Exhaust Gas Recirculation 1 Actuator 2 Temperature Status
SPN5769,data,string,Engine Exhaust Gas Recirculation 1 Actuator 2 Temperature
SPN5770,data,string,Engine Exhaust Gas Recirculation 1 Actuator 2 Desired 
SPN5771,data,string,Engine Exhaust Gas Recirculation 1 Actuator 1 Operation Status
SPN5772,data,string,Engine Exhaust Gas Recirculation 1 Actuator 2 Operation Status
SPN5773,data,string,Engine Exhaust Gas Recirculation 2 Actuator 1 Preliminary FMI
SPN5774,data,string,Engine Exhaust Gas Recirculation 2 Actuator 1 Temperature Status
SPN5775,data,string,Engine Exhaust Gas Recirculation 2 Actuator 1 Temperature
SPN5776,data,string,Engine Exhaust Gas Recirculation 2 Actuator 1 Desired 
SPN5777,data,string,Engine Exhaust Gas Recirculation 2 Actuator 2 Preliminary FMI
SPN5778,data,string,Engine Exhaust Gas Recirculation 2 Actuator 2 Temperature Status
SPN5779,data,string,Engine Exhaust Gas Recirculation 2 Actuator 2 Temperature
SPN5780,data,string,Engine Exhaust Gas Recirculation 2 Actuator 2 Desired 
SPN5781,data,string,Engine Exhaust Gas Recirculation 2 Actuator 1 Operation Status
SPN5782,data,string,Engine Exhaust Gas Recirculation 2 Actuator 2 Operation Status
SPN5783,data,string,Engine Throttle Valve 1 Temperature
SPN5784,data,string,Engine Throttle Valve 2 Temperature
SPN5785,data,string,Engine Fuel Valve 1 Temperature
SPN5786,data,string,Engine Fuel Valve 2 Temperature
SPN5787,data,string,Engine Turbocharger Wastegate Actuator 2 Temperature
SPN5788,data,string,Engine Turbocharger Wastegate Actuator 1 Temperature
SPN5789,data,string,Engine Exhaust Pressure Actuator 1 Desired 
SPN5790,data,string,Engine Exhaust Pressure Actuator 1 Temperature
SPN5791,data,string,Engine Turbocharger Compressor Bypass Actuator 1 Temperature
SPN5792,data,string,Engine Turbocharger Compressor Bypass Actuator 2 Temperature
SPN5793,data,string,Desired Engine Fueling State
SPN5794,data,string,Feedback Engine Fueling State
SPN5795,data,string,Engine Fueling Inhibit Allowed
SPN5796,data,string,Aftertreatment 1 SCR Dosing Air Assist Pump
SPN5797,data,string,Aftertreatment Warm Up Diesel Oxidation Catalyst Temperature Sensor Module
SPN5798,data,string,Aftertreatment 1 Diesel Exhaust Fluid Dosing Unit 1 Heater Temperature
SPN5799,data,string,Aftertreatment 1 SCR Dosing Air Assist Pump Relay
SPN5800,data,string,Auxiliary valve 0 exit/reason code
SPN5801,data,string,Auxiliary valve 1 exit/reason code
SPN5802,data,string,Auxiliary valve 2 exit/reason code
SPN5803,data,string,Auxiliary valve 3 exit/reason code
SPN5804,data,string,Auxiliary valve 4 exit/reason code
SPN5805,data,string,Auxiliary valve 5 exit/reason code
SPN5806,data,string,Auxiliary valve 6 exit/reason code
SPN5807,data,string,Cruise Control System Command State
SPN5807,data,string,Auxiliary valve 7 exit/reason code
SPN5808,data,string,Auxiliary valve 8 exit/reason code
SPN5809,data,string,Auxiliary valve 9 exit/reason code
SPN5810,data,string,Auxiliary valve 10 exit/reason code
SPN5811,data,string,Auxiliary valve 11 exit/reason code
SPN5812,data,string,Auxiliary valve 12 exit/reason code
SPN5813,data,string,Auxiliary valve 13 exit/reason code
SPN5814,data,string,Auxiliary valve 14 exit/reason code
SPN5815,data,string,Auxiliary valve 15 exit/reason code
SPN5816,data,string,Front hitch exit/reason code
SPN5817,data,string,Front PTO exit/reason code
SPN5818,data,string,Machine selected speed exit/reason code
SPN5819,data,string,Rear hitch exit/reason code
SPN5820,data,string,Rear PTO exit/reason code
SPN5821,data,string,Wand Angle
SPN5822,data,string,Wand Sensor Figure of Merit
SPN5823,data,string,Measured Linear Displacement
SPN5824,data,string,Linear Displacement Sensor Sensor Figure of Merit
SPN5825,data,string,Driver Warning System Indicator Status
SPN5826,data,string,Emission Control System Operator Inducement Severity
SPN5827,data,string,Aftertreatment 1 Diesel Particulate Filter Average Distance Between Active Regenerations
SPN5828,data,string,Aftertreatment 2 Diesel Particulate Filter Average Distance Between Active Regenerations
SPN5829,data,string,Engine Exhaust Gas Recirculation 1 Valve 1  Error
SPN5830,data,string,Engine Exhaust Gas Recirculation 1 Valve 2  Error
SPN5831,data,string,Engine Exhaust Gas Recirculation 2 Valve 1  Error
SPN5832,data,string,Engine Exhaust Gas Recirculation 2 Valve 2  Error
SPN5833,data,string,Engine Fuel Mass Flow Rate
SPN5834,data,string,Aftertreatment 2 Fuel Mass Rate
SPN5835,data,string,Aftertreatment 1 Particulate Sensor
SPN5836,data,string,Aftertreatment 2 Particulate Sensor
SPN5837,data,string,Fuel Type
SPN5838,data,string,Engine Exhaust Gas Recirculation Valve Malfunction
SPN5839,data,string,Diesel Exhaust Fluid Consumption Malfunction
SPN5840,data,string,Diesel Exhaust Fluid Dosing Malfunction
SPN5841,data,string,Diesel Exhaust Fluid Quality Malfunction
SPN5842,data,string,SCR Monitoring System Malfunction
SPN5843,data,string,Engine OBD Warm  up Sequence
SPN5844,data,string,Model Year
SPN5845,data,string,Certification Engine Family Name
SPN5846,data,string,OBD Test Results
SPN5847,data,string,Emergency Braking Active
SPN5848,data,string,Aftertreatment 1 SCR Intermediate NH3
SPN5849,data,string,Aftertreatment 1 SCR Intermediate NH3 Sensor Preliminary FMI
SPN5850,data,string,Aftertreatment 1 SCR Intermediate NH3 Reading Stable
SPN5851,data,string,Aftertreatment 1 SCR Intermediate NH3 Sensor Power In Range
SPN5852,data,string,Aftertreatment 1 SCR Intermediate NH3 Sensor at Temperature
SPN5853,data,string,Aftertreatment 1 SCR Intermediate NH3 Sensor Heater Preliminary FMI
SPN5854,data,string,Aftertreatment 1 SCR Intermediate NH3 Sensor Heater Control
SPN5855,data,string,Aftertreatment 2 SCR Intermediate NH3
SPN5856,data,string,Aftertreatment 2 SCR Intermediate NH3 Sensor Preliminary FMI
SPN5857,data,string,Aftertreatment 2 SCR Intermediate NH3 Reading Stable
SPN5858,data,string,Aftertreatment 2 SCR Intermediate NH3 Sensor Power In Range
SPN5859,data,string,Aftertreatment 2 SCR Intermediate NH3 Sensor at Temperature
SPN5860,data,string,Aftertreatment 2 SCR Intermediate NH3 Sensor Heater Preliminary FMI
SPN5861,data,string,Aftertreatment 2 SCR Intermediate NH3 Sensor Heater Control
SPN5862,data,string,Aftertreatment 1 SCR Intermediate Temperature
SPN5863,data,string,Aftertreatment 1 SCR Intermediate Temperature Preliminary FMI
SPN5864,data,string,Aftertreatment 2 SCR Intermediate Temperature
SPN5865,data,string,Aftertreatment 2 SCR Intermediate Temperature Preliminary FMI
SPN5866,data,string,Engine Fueling Inhibit Prevented Reason
SPN5867,data,string,Supply Gas Methane Percentage
SPN5868,data,string,Spark Ignition Module Shutdown Relay Driver Control Circuit
SPN5869,data,string,Auxiliary Device AC Power Supply Circuit Breaker Tripped
SPN5870,data,string,Alternator Heater Control Relay Driver Control Circuit
SPN5871,data,string,O2 Sensor Power Relay Driver Control Circuit
SPN5872,data,string,Hybrid System Warning Indicator
SPN5873,data,string,Hybrid System Overheat Indicator
SPN5874,data,string,Hybrid System Stop Indicator
SPN5875,data,string,Transmission Ratio Neutral
SPN5876,data,string,Transmission Ratio Forward Range Low
SPN5877,data,string,Transmission Ratio Forward Range 1
SPN5878,data,string,Transmission Ratio Forward Range 2
SPN5879,data,string,Transmission Ratio Forward Range 3
SPN5880,data,string,Transmission Ratio Forward Range 4
SPN5881,data,string,Transmission Ratio Forward Range 5
SPN5882,data,string,Transmission Ratio Forward Range 6
SPN5883,data,string,Transmission Ratio Forward Range 7
SPN5884,data,string,Transmission Ratio Forward Range 8
SPN5885,data,string,Transmission Ratio Forward Range 9
SPN5886,data,string,Transmission Ratio Forward Range 10
SPN5887,data,string,Transmission Ratio Reverse Range 1
SPN5888,data,string,Transmission Ratio Reverse Range 2
SPN5889,data,string,Hybrid System Fault
SPN5890,data,string,Hybrid System Temperature
SPN5891,data,string,Transmission Pressure Switch 1
SPN5892,data,string,Transmission Pressure Switch 2
SPN5893,data,string,Transmission Pressure Switch 3
SPN5894,data,string,Transmission Pressure Switch 4
SPN5895,data,string,Transmission Pressure Switch 5
SPN5896,data,string,Transmission Pressure Switch 6
SPN5897,data,string,Transmission Pressure Switch 7
SPN5898,data,string,Transmission Pressure Switch 8
SPN5899,data,string,Transmission Pressure Switch 9
SPN5900,data,string,Transmission Pressure Control Solenoid 1
SPN5901,data,string,Transmission Pressure Control Solenoid 2
SPN5902,data,string,Transmission Pressure Control Solenoid 3
SPN5903,data,string,Transmission Pressure Control Solenoid 4
SPN5904,data,string,Transmission Pressure Control Solenoid 5
SPN5905,data,string,Transmission Pressure Control Solenoid 6
SPN5906,data,string,Transmission Pressure Control Solenoid 7
SPN5907,data,string,Transmission Pressure Control Solenoid 8
SPN5908,data,string,Transmission Shift Solenoid 1
SPN5909,data,string,Transmission Shift Solenoid 2
SPN5910,data,string,Transmission Shift Solenoid 3
SPN5911,data,string,Transmission Shift Solenoid 4
SPN5912,data,string,Transmission ECU Temperature
SPN5913,data,string,Transmission Oil Temperature 2
SPN5914,data,string,Transmission Oil Level 2 High / Low
SPN5915,data,string,Transmission Oil Level 2 Countdown Timer
SPN5916,data,string,Transmission Oil Level 2 Measurement Status
SPN5917,data,string,HVES1 Available Discharge Power
SPN5918,data,string,HVES1 Available Charge Power
SPN5919,data,string,HVES1 Voltage Level
SPN5920,data,string,HVES1 Current
SPN5921,data,string,HVES1 Fast Update State of Charge
SPN5922,data,string,HVES1 Highest Cell Voltage
SPN5923,data,string,HVES1 Lowest Cell Voltage
SPN5924,data,string,HVES1 Cell Voltage Differential Status
SPN5925,data,string,Engine Oil Temperature 3
SPN5926,data,string,Engine Charge Air Cooler Differential Pressure
SPN5927,data,string,Engine Coolant Pump
SPN5928,data,string,Engine Exhaust Gas Recirculation 1 Valve 1 Control 2
SPN5929,data,string,Engine Exhaust Gas Recirculation 1 Catalyst 1 Performance Monitor
SPN5930,data,string,Engine Exhaust Gas Recirculation 1 Catalyst 2 Performance Monitor
SPN5931,data,string,Engine Exhaust Gas Recirculation 2 Catalyst 1 Performance Monitor
SPN5932,data,string,Engine Exhaust Gas Recirculation 2 Catalyst 2 Performance Monitor
SPN5933,data,string,Rear Steer Axle Group Weight Available
SPN5934,data,string,Rear Drive Axle Group Weight Available
SPN5935,data,string,Additional Axle Group Location
SPN5936,data,string,Additional Axle Group Location
SPN5937,data,string,Transmission Clutch 2 Pressure
SPN5938,data,string,Transmission Oil Transmission Cooler Outlet Temperature
SPN5939,data,string,Transmission Clutch 1 Temperature
SPN5940,data,string,Transmission Clutch 2 Temperature
SPN5941,data,string,Transmission Shift Rail 4 
SPN5942,data,string,Transmission Shift Rail 5 
SPN5943,data,string,Transmission Shift Rail 6 
SPN5944,data,string,Transmission Clutch 1 Actuator Percent
SPN5945,data,string,Transmission Clutch 2 Actuator Percent
SPN5946,data,string,Transmission Hydraulic Pump Actuator 1 Percent
SPN5947,data,string,Transmission Shift Actuator 1 Percent
SPN5948,data,string,Transmission Shift Actuator 2 Percent
SPN5949,data,string,Transmission Clutch 1 Cooling Actuator Status
SPN5950,data,string,Transmission Clutch 2 Cooling Actuator Status
SPN5951,data,string,Transmission Shift Rail 1 Actuator Status
SPN5952,data,string,Transmission Shift Rail 2 Actuator Status
SPN5953,data,string,Transmission Shift Rail 3 Actuator Status
SPN5954,data,string,Transmission Shift Rail 4 Actuator Status
SPN5955,data,string,Transmission Shift Rail 5 Actuator Status
SPN5956,data,string,Transmission Shift Rail 6 Actuator Status
SPN5957,data,string,Dual Clutch Transmission Selected Pre  selection Gear
SPN5958,data,string,Dual Clutch Transmission Current Pre  selection Gear
SPN5960,data,string,Dual Clutch Transmission Input Shaft 1 Speed
SPN5961,data,string,Dual Clutch Transmission Input Shaft 2 Speed
SPN5963,data,string,Aftertreatment 1 Total Diesel Exhaust Fluid Used
SPN5964,data,string,Aftertreatment 2 Total Diesel Exhaust Fluid Used
SPN5965,data,string,Aftertreatment 1 Diesel Exhaust Fluid Control Module 1 Relay Control
SPN5966,data,string,Aftertreatment 1 Diesel Exhaust Fluid Control Module 1 Power Supply 1
SPN5967,data,string,Aftertreatment 2 Diesel Exhaust Fluid Control Module 1 Relay Control
SPN5968,data,string,Aftertreatment 2 Diesel Exhaust Fluid Control Module 1 Power Supply 1
SPN5969,data,string,Engine Exhaust Manifold Bank 2 Temperature 2
SPN5970,data,string,Engine Exhaust Manifold Bank 1 Temperature 2
SPN5971,data,string,Aftertreatment 2 Diesel Exhaust Fluid Dosing Unit 1 Heater
SPN5972,data,string,Aftertreatment 2 Diesel Exhaust Fluid Doser 1 Absolute Pressure (Duplicate, use SPN 4387)
SPN5973,data,string,Aftertreatment 2 Diesel Exhaust Fluid Line Heater Relay 1
SPN5974,data,string,Aftertreatment 2 Diesel Exhaust Fluid Doser Valve 1
SPN5975,data,string,Engine Fuel Pump Pressurizing Assembly 3
SPN5976,data,string,Engine Fuel Pump Pressurizing Assembly 4
SPN5977,data,string,Engine Fuel Injection Pump 2 Speed/ Sensor
SPN5978,data,string,Aftertreatment 1 Diesel Particulate Filter Time to Next Active Regeneration
SPN5979,data,string,Aftertreatment 2 Diesel Particulate Filter Time to Next Active Regeneration
SPN5980,data,string,Engine Turbocharger Differential Speed
SPN5981,data,string,SLI Battery Pack State of Charge
SPN5982,data,string,SLI Battery Pack Capacity
SPN5983,data,string,SLI Battery Pack Health
SPN5984,data,string,Switched Power Output #4 Command
SPN5985,data,string,Switched Power Output #3 Command
SPN5986,data,string,Switched Power Output #2 Command
SPN5987,data,string,Switched Power Output #1 Command
SPN5988,data,string,Switched Power Output #8 Command
SPN5989,data,string,Switched Power Output #7 Command
SPN5990,data,string,Switched Power Output #6 Command
SPN5991,data,string,Switched Power Output #5 Command
SPN5992,data,string,Switched Power Output #12 Command
SPN5993,data,string,Switched Power Output #11 Command
SPN5994,data,string,Switched Power Output #10 Command
SPN5995,data,string,Switched Power Output #9 Command
SPN5996,data,string,Switched Power Output #16 Command
SPN5997,data,string,Switched Power Output #15 Command
SPN5998,data,string,Switched Power Output #14 Command
SPN5999,data,string,Switched Power Output #13 Command
SPN6000,data,string,Switched Power Output #20 Command
SPN6001,data,string,Switched Power Output #19 Command
SPN6002,data,string,Switched Power Output #18 Command
SPN6003,data,string,Switched Power Output #17 Command
SPN6004,data,string,Switched Power Output #24 Command
